"Genus","standardGenus","Family","Order","Class","Phylum","Kingdom","authority","standard","checked","error","resolvelater"
"Sus","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Susia","Sasia","Picidae","Piciformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Suta","Suta","Elapidae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Suthora","Paradoxornis","Sylviidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"Sutoria",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Sutorius",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Suttonia","Suttonia","Serranidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Suttora",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Suya","Sula","Sulidae","Suliformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Suzanniwana",,"Iguanidae","Squamata","Reptilia",,"Animalia",,0,0,,1
"Sweboemys",,"Pelomedusidae","Testudines","Reptilia",,"Animalia",,0,0,,1
"Swift",,"Apodidae","Apodiformes","Aves","Chordata","Animalia",,0,1,"Genus is a common name.",0
"Swynnertonia","Swynnertonia","Muscicapidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Syacium","Syacium","Paralichthyidae","Pleuronectiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Sycakus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Sycalis","Sicalis","Emberizidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Sycobrotus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Sycon",,"Sycettidae",,"CALCAREA","PORIFERA","Animalia",,0,0,,1
"Syconycteris","Syconycteris","Pteropodidae","Chiroptera","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Sycotypus",,,"MONOTOCARDIA","GASTROPODA","MOLLUSCA","Animalia",,0,0,,1
"Sylira",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Sylirparus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Syllomus",,"Cheloniidae","Testudines","Reptilia",,"Animalia",,0,0,,1
"Syloietta","Sylvietta","Sylviidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Sylon",,,,"CRUSTACEA; ENTOMOSTRACA","ARTHROPODA","Animalia",,0,0,,1
"Sylphiteuron",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Sylphitreron",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"SYLVACAECILIA","Sylvacaecilia","Indotyphlidae","Gymnophiona","Amphibia","Chordata","Animalia","AmphibiaWeb 2014-04-11",1,1,,0
"Sylvania","Setophaga","Parulidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",1,1,"Genus is a synonym.",0
"Sylvia","Sylvia","Sylviidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Sylvicapra","Sylvicapra","Bovidae","Artiodactyla","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Sylvietta","Sylvietta","Sylviidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Sylviidae",,"Sylviidae","Passeriformes","Aves","Chordata","Animalia",,0,1,"Genus is a family.",0
"Sylviidae?? Gnatcatcher-like",,"Sylviidae","Passeriformes","Aves","Chordata","Animalia",,0,1,"Genus is a family.",0
"Sylviiparus","Sylviparus","Paridae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Sylvilagus","Sylvilagus","Leporidae","Lagomorpha","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Sylviorthorhynchus","Sylviorthorhynchus","Furnariidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Sylviothorynchus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Sylviparus","Sylviparus","Paridae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Sylvisorex","Sylvisorex","Soricidae","Soricomorpha","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Syma","Syma","Alcedinidae","Coraciiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Symbolophorus","Symbolophorus","Myctophidae","Myctophiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Symbos",,"Bovidae","Artiodactyla","Mammalia",,"Animalia",,0,0,,1
"Symbranchus","Synbranchus","Synbranchidae","Synbranchiformes","Actinopterygii","Chordata","Animalia","World Register of Marine Species",0,1,"Genus is a synonym.",0
"Symmetrodontomys",,"Cricetidae","Rodentia","Mammalia",,"Animalia",,0,0,,1
"Symminon [illeg.]",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Symnotum",,"BICELLARIIDAE","CHEILOSTOMATA","ECTOPROCTA","POLYZOA","Animalia",,0,0,,1
"Symphalangus","Symphalangus","Hylobatidae","Primates","Mammalia","Chordata","Animalia","Mammal Species of the World. 2005.",1,1,,0
"Symphemia","Tringa","Scolopacidae","Charadriiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"Symphennia [illeg.]",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"SYMPHIMUS","Symphimus","Colubridae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Sympholis","Sympholis","Colubridae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Symphorichthys","Symphorichthys","Lutjanidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Symphorus","Symphorus","Lutjanidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"SYMPHURUS","Symphurus","Cynoglossidae","Pleuronectiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Symphyllia",,,"MADREPORARIA","ANTHOZOA","COELENTERATA","Animalia",,0,0,,1
"Symphysanodon","Symphysanodon","Symphysanodontidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Symphysodon","Symphysodon","Cichlidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Symplectes",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Symplectoteuthis",,,,"CEPHALOPODA","MOLLUSCA","Animalia",,0,0,,1
"Sympodium",,,"STOLONIFERA","ANTHOZOA","COELENTERATA","Animalia",,0,0,,1
"Symposiachrus","Symposiachrus","Monarchidae","Passeriformes","Aves","Chordata","Animalia","IRMNG Homonym List",1,1,,0
"Symptemia",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Sympterygia","Sympterygia","Arhynchobatidae","Rajiformes","Elasmobranchii","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",1,1,,0
"Synaelaxis",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Synagrops","Synagrops","Acropomatidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synallactes",,"DEIMATIDAE",,"HOLOTHUROIDEA","ECHINODERMATA","Animalia",,0,0,,1
"Synallapis","Synallaxis","Furnariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Synallascis",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Synallaxis","Synallaxis","Furnariidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Synallaxix","Synallaxis","Furnariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Synallaxsis","Synallaxis","Furnariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Synallaxus","Synallaxis","Furnariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Synallayis","Synallaxis","Furnariidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Synalpheus",,"Alpheidae","MACRURA (CARIDEA)","CRUSTACEA","ARTHROPODA","Animalia",,0,0,,1
"Synanceia","Synanceia","Scorpaenidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synancidium",,"TRIGLIDAE","ACANTHOPTERYGII",,,"Animalia",,0,0,,1
"Synanecia",,"TRIGLIDAE","ACANTHOPTERYGII",,,"Animalia",,0,0,,1
"Synaphobranchidae",,"Synaphobranchidae","Anguilliformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Synaphobranchus","Synaphobranchus","Synaphobranchidae","Anguilliformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synapta",,,,"HOLOTHUROIDEA","ECHINODERMATA","Animalia",,0,0,,1
"Synaptidae",,"Synaptidae","Apodida","Holothuroidea","Echinodermata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",0,1,"Genus is a family.",1
"SYNAPTOMYS","Synaptomys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia","Mammal Species of the World. 2005.",1,1,,0
"Synaptura","Synaptura","Soleidae","Pleuronectiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"SYNAPTURANUS","Synapturanus","Microhylidae","Anura","Amphibia","Chordata","Animalia","AmphibiaWeb 2014-04-11",1,1,,0
"Synapturichthys","Synapturichthys","Soleidae","Pleuronectiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synbranchidae",,"Synbranchidae","Synbranchiformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Synbranchus","Synbranchus","Synbranchidae","Synbranchiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synceru","Syncerus","Bovidae","Artiodactyla","Mammalia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",0,1,"Genus misspelled.",0
"Syncerus","Syncerus","Bovidae","Artiodactyla","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Synchiropus","Synchiropus","Callionymidae","Perciformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synchirus","Synchirus","Cottidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synconolophus",,"Gomphotheriidae","Proboscidea","Mammalia",,"Animalia",,0,0,,1
"SYNCOPE","Syncope","Microhylidae","Anura","Amphibia","Chordata","Animalia","AmphibiaWeb 2013-11-17",1,1,,0
"Syndactyla","Syndactyla","Furnariidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Syndyoceras",,"Protoceratidae","Artiodactyla","Mammalia",,"Animalia",,0,0,,1
"Synechodus",,"Heterodontidae","Heterodontiformes","Chondrichthyes",,"Animalia",,0,0,,1
"Synema",,,,"ARACHNIDA","ARTHROPODA","Animalia",,0,0,,1
"Syngnathidae",,"Syngnathidae","Gasterosteiformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Syngnathoides","Syngnathoides","Syngnathidae","Gasterosteiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"SYNGNATHUS","Syngnathus","Syngnathidae","Gasterosteiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synia",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Synodontidae",,"Synodontidae","Aulopiformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a family.",0
"Synodontis","Synodontis","Mochokidae","Siluriformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synodontoidei",,"Synodontoidei","Aulopiformes","Actinopterygii","Chordata","Animalia",,0,1,"Genus is a suborder.",0
"SYNODUS","Synodus","Synodontidae","Aulopiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Synoicum",,"POLYCLINIDAE",,"ASCIDIACEA","Chordata","Animalia",,0,0,,1
"Synoicus","Coturnix","Phasianidae","Galliformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"SYNOPHIS","Synophis","Colubridae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Synoplotherium",,"Mesonychidae","Mesonychia","Mammalia",,"Animalia",,0,0,,1
"Synostocephalus",,"PRISTERODONT","DICYNODONT","SYNAPSID",,"Animalia",,0,0,,1
"Synotus",,"VESPERTILIONIDAE","Chiroptera","Mammalia","Chordata","Animalia",,0,0,,1
"Synstyela",,,,"UROCHORDATA","Chordata","Animalia",,0,0,,1
"Syntechna","Syntechna","Tettigoniidae","Orthoptera","Insecta","Arthropoda","Animalia","The Catalogue of Life, 3rd January 2011",1,1,,1
"Synthecium",,,,"HYDROZOA","COELENTERATA","Animalia",,0,0,,1
"Syntheosciurus","Syntheosciurus","Sciuridae","Rodentia","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Synthetoceras",,"Protoceratidae","Artiodactyla","Mammalia",,"Animalia",,0,0,,1
"Synthetodus",,"Cochliodontidae","Chimaeriformes","Chondrichthyes",,"Animalia",,0,0,,1
"Synthilberamphus","Synthliboramphus","Alcidae","Charadriiformes","Aves","Chordata","Animalia","ITIS",0,1,"Genus misspelled.",0
"Synthilboramphus",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Synthliboramphus","Synthliboramphus","Alcidae","Charadriiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Synthliborhamphus","Synthliboramphus","Alcidae","Charadriiformes","Aves","Chordata","Animalia","ITIS",0,1,"Genus misspelled.",0
"Syodon",,"BRITHOPODIDAE",,,,"Animalia",,0,0,,1
"Sypheotides","Sypheotides","Otididae","Gruiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Sypheotis",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Syrigma","Syrigma","Ardeidae","Pelecaniformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Syringopora",,"TUBIPORIDAE","STOLONIFERA","ACTINOZOA","COELENTERATA","Animalia",,0,0,,1
"Syrinus","Serinus","Fringillidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Syristes",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Syrmaticus","Syrmaticus","Phasianidae","Galliformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Syrmaticus X Chrysolophus",,,,"Aves","Chordata","Animalia",,0,1,"Genus is a hybrid.",0
"Syrmaticus X Gallus",,,,"Aves","Chordata","Animalia",,0,1,"Genus is a hybrid.",0
"Syrmaticus X Gennaeus",,,,"Aves","Chordata","Animalia",,0,1,"Genus is a hybrid.",0
"Syrnaticus","Syrmaticus","Phasianidae","Galliformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Syrnium","Strix","Strigidae","Strigiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
"Syrnola",,"PYRAMIDELLIDAE","MONOTOCARDIA","GASTROPODA","MOLLUSCA","Animalia",,0,0,,1
"Syrphidae",,"Syrphidae","Diptera","Insecta","Arthropoda","Animalia","Species 2000 & ITIS Catalogue of Life: May 2012",0,1,"Genus is a family.",1
"Syrrhaptes","Syrrhaptes","Pteroclididae","Pteroclidiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"SYRRHOPHUS","Eleutherodactylus","Eleutherodactylidae","Anura","Amphibia","Chordata","Animalia","ITIS",0,1,"Genus is a synonym.",0
"Systellura",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Systeltura",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Systemodon","Systemodon","Isectolophidae","Perissodactyla","Mammalia","Chordata","Animalia","Paleobiology Database",1,1,,0
"Systomus",,"Cyprinidae","Cypriniformes","Actinopterygii","Chordata","Animalia","Froese, R. and D. Pauly. Editors. 2012. FishBase.",0,1,"Genus split.",0
"Syvietta","Sylvietta","Sylviidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"T[illeg][illeg]ica",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"T[illeg][illeg]macias",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Ta[illeg]agra",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Taaningichthys","Taaningichthys","Myctophidae","Myctophiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Tabera","Tapera","Cuculidae","Cuculiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Taccocoua","Taccocua","Cuculidae","Cuculiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Taccocua","Taccocua","Cuculidae","Cuculiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Tachagra","Tchagra","Malaconotidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tachicineta","Tachycineta","Hirundinidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tachormis","Tachornis","Apodidae","Apodiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tachornis","Tachornis","Apodidae","Apodiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Tachuris","Tachuris","Tyrannidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Tachyaneta",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Tachybaptes","Tachybaptus","Podicipedidae","Podicipediformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tachybaptus","Tachybaptus","Podicipedidae","Podicipediformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Tachycinata","Tachycineta","Hirundinidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tachycincta","Tachycineta","Hirundinidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tachycineta","Tachycineta","Hirundinidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Tachycineta X Petrochelidon",,,,"Aves","Chordata","Animalia",,0,1,"Genus is a hybrid.",0
"Tachycinita","Tachycineta","Hirundinidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"TACHYCNEMIS","Tachycnemis","Hyperoliidae","Anura","Amphibia","Chordata","Animalia","AmphibiaWeb 2014-04-11",1,1,,0
"Tachycuieta",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Tachydromus","Takydromus","Lacertidae","Squamata","Reptilia","Chordata","Animalia","Species 2000 & ITIS Catalogue of Life: Apr 2013",0,1,"Genus misspelled.",0
"Tachydyto",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Tachyeres","Tachyeres","Anatidae","Anseriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"TACHYGLOSSUS","Tachyglossus","Tachyglossidae","Monotremata","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Tachymarptis","Tachymarptis","Apodidae","Apodiformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Tachymenis","Tachymenis","Colubridae","Squamata","Reptilia","Chordata","Animalia","ITIS",1,1,,0
"Tachymensis",,"COLUBRIDAE","Squamata","Reptilia","Chordata","Animalia",,0,0,,1
"Tachynantes",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Tachynautes",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"TACHYORYCTES","Tachyoryctes","Muridae","Rodentia","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Tachyphomus","Tachyphonus","Thraupidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tachyphonus","Tachyphonus","Thraupidae","Passeriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Tachyponus","Tachyphonus","Thraupidae","Passeriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tactostoma","Tactostoma","Stomiidae","Stomiiformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Tadarida","Tadarida","Molossidae","Chiroptera","Mammalia","Chordata","Animalia","ITIS",1,1,,0
"Tadarna","Tadorna","Anatidae","Anseriformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus misspelled.",0
"Tadoma",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Tadopsis",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Tadorna","Tadorna","Anatidae","Anseriformes","Aves","Chordata","Animalia","ITIS",1,1,,0
"Tadorna (casarca)","Tadorna","Anatidae","Anseriformes","Aves","Chordata","Animalia","ITIS",0,1,"Not a genus.",0
"Tadpole",,,"Anura","Amphibia","Chordata","Animalia",,0,1,"Not a genus.",0
"tadpoles",,,,,"Chordata","Animalia",,0,1,"Not a genus.",0
"Taemoptera",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"Taenia",,,,"CESTODA","PLATYHELMINTHES","Animalia",,0,0,,1
"Taenianotus","Taenianotus","Scorpaenidae","Scorpaeniformes","Actinopterygii","Chordata","Animalia","ITIS",1,1,,0
"Taeniaptera",,,,"Aves","Chordata","Animalia",,0,1,"Not a genus.",0
"TAENIEREMIAS","Taenieremias","Lacertidae","Squamata","Reptilia","Chordata","Animalia","Herpetozoa 1 (3/4): 119-132",1,1,,0
"Taenioconger",,"Congridae","Anguilliformes","Actinopterygii","Chordata","Animalia","Froese, R. and D. Pauly. Editors. 2012. FishBase.",0,1,"Genus split.",0
"Taenioglaux","Glaucidium","Strigidae","Strigiformes","Aves","Chordata","Animalia","Avibase - IOC World Bird Names (2011)",0,1,"Genus is a synonym.",0
